day0_rep1,-737166.4705045903,-610808.2030229414,-488599.64577495144,43482.639689928124,-3686.2736163895665,-73671.40287971706,-641167.4902403208,-639134.5230503872,-624943.5834810833,315658.09934517567,251760.22346232834,-99062.63100855779,1266483.3792672127,-93589.02567995424,371491.2123428637,609080.3968788554,676057.2318002523,299676.0511001562,133002.10681295054,45137.90855917063,0.7229910666292595
day0_rep2,-18654.586943037233,16615.789612212815,52940.0546546638,-227207.61277493348,-224777.22518188463,-224216.60686660366,15269.551427295151,6240.986686548881,18917.775357858143,252023.17336566997,233066.71139264695,145424.44310678568,367232.0609727762,37080.61314829254,-418859.99253709335,-377237.64002077363,-433566.68703182874,297353.0406611127,256715.1886705361,225640.9622997556,0.15784466329358263
day0_rep3,-164214.4912126613,-199713.26390076746,-316005.8646817595,47294.73635490834,49945.79448790961,74303.80936783738,139178.34056549586,143593.59443692458,140259.2105993855,233259.38817061676,229425.63199327578,222487.91418123225,-61622.32305835247,54060.99116361882,-42069.462121059805,127.7681342834061,-77411.34863679452,-192111.8796528918,-151240.82998712515,-129547.71620407653,0.06688876934662423
day1_rep1,-33261.51093582418,-89598.67215541995,-53233.76293923548,-114576.89720998172,-97746.56992361262,-106981.15807321141,68522.81895935013,65834.08922953754,84468.52895509367,-21081.86791286653,-26762.208139601284,-29126.520513413827,-126142.20743159765,-36583.32952945995,-53006.18474677021,310364.1955617335,-27926.4168056248,96504.18115014935,104096.38216743714,86237.11029331795,0.028873546138851
day1_rep2,54946.952587175634,120567.55263110095,70854.09945833075,-47120.45327473167,-55659.565494134586,-40119.92161754625,-18384.681610558866,-28454.002779608956,-31131.880903239078,43741.76208853407,43105.81516619186,44029.66365376568,67121.52803211054,-1728.721704245223,-40227.929234059746,134955.2774768856,-41915.39410873952,-100045.26847877736,-94454.45930116285,-80080.37258729103,0.012262572150577015
day1_rep3,7870.620231132009,494.3060345807302,-8570.249992698602,-68853.58221426033,-75027.18566014247,-64246.730974129576,38217.74770063222,22349.371355096053,27285.80122052809,-9069.463067889359,-5549.016479353437,14740.460674961649,21012.86313010208,34517.99730176501,81876.9417838888,-47912.48162362432,66618.12038611446,-20578.575881528424,-15257.050809824263,80.10688464958855,0.004613075563520661
day2_rep1,786.7446226816827,-19679.29636284115,-20065.24512476471,8901.137977961325,13069.651989866876,15065.024632990022,33612.259876591874,21656.905340937305,32754.229077524014,-59447.435833759606,-57858.07394751747,-32117.882862387138,82560.89467074724,67252.50872673171,-27764.598227085666,17095.85374394086,-34746.46388135827,-25584.72327680259,-11045.519298164267,-4445.971845291981,0.0036272514133684156
day2_rep2,31877.10740187615,-69062.59655826191,50778.08297984145,-17000.890323176925,17972.242817838796,-8657.633258323747,-18041.226681664564,-5024.3304151972525,9837.84527177587,18166.691398207913,7625.672498885439,-7073.125708834433,-5771.086168953816,22982.73023661195,-13230.391612331752,-836.5844035471746,12695.066655412404,-14284.474324513429,5397.406566034168,-18350.506371678886,0.0015754926618311354
day2_rep3,-4936.602234640378,2339.920761073109,6063.366043715253,-7803.916256435842,5355.13474629886,5639.1859622214615,10993.995571906618,7039.336735981932,20413.343524893946,6803.917336120033,-1386.2191801285753,-17124.819368117373,14297.017541256417,-35786.0396860579,-9242.844897453737,-4338.15580679275,13165.600135082892,-6424.196643096453,2394.4612993071987,-7462.485585135027,0.00041191326748928715
day4_rep1,-4743.8938188574,-9460.498183128702,13498.053101487387,24727.895935665678,-10797.041164138338,-12631.479203258865,16165.855058319376,2530.6479792200817,-4005.408827429336,5722.177072549342,661.8980620068382,-9932.38041180004,1778.2178831652047,-4538.0958528423935,7111.039816666601,527.5927666236654,-8123.741599528559,14069.717053584935,-17633.21970398497,-4927.3359643208105,0.00031373518005236466
day4_rep2,-6044.222332517282,7193.184253920113,-1496.587319615182,-9036.252075174483,8976.65471492834,-2212.763155044957,-3166.2816371291115,6114.0816239363285,276.02923864910684,4189.969297278129,1225.4694423284193,-8687.304056674442,-2794.3356289041008,9162.979147658725,-2348.922636268161,-467.09664047998325,2737.85552246052,13693.911069443708,-6728.633702531256,-10587.735126264404,0.00011735509956516863
day4_rep3,3917.4088768880797,-5034.084079068381,1176.3377357494905,-8605.21839362666,-1943.3364586362352,11910.568219744353,1197.9047787918373,542.689029188726,-2536.0201195330847,-999.4996988239943,-3589.9430847109547,6006.30029596451,1190.9644858226186,-3664.312792245158,-2686.173069805652,256.5208567978276,2119.7969338370626,7662.983030760044,-16504.479497431046,9581.592950336877,0.00010628705324079348
day5_rep1,-3005.5712285814025,2607.7276164813034,185.36411610799698,-755.9839469182481,9034.056423712678,-8262.088659885841,2218.3227244697905,-3754.5318833121282,-1.4319599682130613,3187.743759741599,4993.7486320674725,-9163.843564348397,-1902.3768172472705,3073.484135087966,-1507.3276607614039,-182.65797204838114,1177.6298589188323,-8390.825231687679,-6934.1837666280435,17382.745424799254,0.00010247242128312643
day5_rep2,1613.7533717852416,-2056.105292415214,452.4176029091163,-7539.724939535083,6601.490730767733,1708.6166797615178,-255.41962471846668,-254.8630354092174,401.07804288398023,141.83891191111556,1683.930019554203,-2403.956511064194,2130.3431724280044,-4536.5060588020415,15335.91026442948,1010.0276318078436,-14323.255055282129,96.95329496918902,689.208653031081,-495.73785901212307,8.10208152651879e-05
day11_rep1,-616.0839172430258,785.3859258781572,57.844759481630746,275.25658800112006,-9193.492192603137,8651.891465449606,-3786.5228199581757,3063.014964436292,-347.89424332706983,8053.614632314006,-1079.849850447537,-9165.340977304815,-1455.1840066966754,3824.532673517074,1764.4629177495397,75.90086691411076,-1597.7525400561133,-3168.580581208294,1528.4512731418108,2330.3450619614646,5.173872760386607e-05
day11_rep2,4493.558353290096,-1358.4040639276645,-2061.625391965937,1618.1007485443959,74.61903683779774,-2490.9896590963745,-5121.267455490024,12674.670014070909,-5253.119476793722,-4444.615830684526,5111.5969402920555,-1919.4995208495634,2002.819853976976,-2938.800378010033,-541.9904578015413,-14.285706687472997,675.1057162143042,-1125.4929222537692,-756.8707646839308,1376.4909650177844,4.369091418381124e-05
